pais,producto,metrica,valor,unidad,periodo_referencia,fuente,url,fecha_publicacion,tramo_importe,plazo_fijacion,criterio_segmentacion,tipo_de_dato,ponderacion,notas
Espana,banco_pyme_modelo,Coste del riesgo PYME | BBVA,0.4349,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,SUPUESTO: PD x LGD de PYME de Espana (0.59 %) escalado por la mora PYME espanola de este banco (3.98 %) frente al agregado de los cinco (5.43 %)
Espana,banco_pyme_modelo,Gastos de explotacion del prestamo PYME | BBVA,1.2071,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"eficiencia observada del banco aplicada al margen. La eficiencia y el CET1 son de grupo consolidado y en este banco el negocio internacional es mayoritario, asi que no representan a su banca espanola."
Espana,banco_pyme_modelo,Resultado antes de impuestos del prestamo PYME | BBVA,1.8798,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME. La eficiencia y el CET1 son de grupo consolidado y en este banco el negocio internacional es mayoritario, asi que no representan a su banca espanola."
Espana,banco_pyme_modelo,Capital asignado al prestamo PYME | BBVA,9.4657,pct_rwa,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"densidad de RWA de su cartera PYME espanola por su ratio CET1, ambos observados"
Espana,banco_pyme_modelo,ROE modelizado del prestamo PYME | BBVA,13.9013,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME. La eficiencia y el CET1 son de grupo consolidado y en este banco el negocio internacional es mayoritario, asi que no representan a su banca espanola."
Espana,banco_pyme_modelo,ROE modelizado del prestamo PYME sin escalar el riesgo | BBVA,12.7241,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,variante con el coste del riesgo de PYME de Espana igual para los cinco; aisla el efecto de la mora relativa
Espana,banco_pyme_modelo,Ingreso total del prestamo PYME | CaixaBank,4.2840,pct_anual,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,Margen bruto del prestamo PYME | CaixaBank,3.5218,pct_anual,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,Coste del riesgo PYME | CaixaBank,0.5791,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,SUPUESTO: PD x LGD de PYME de Espana (0.59 %) escalado por la mora PYME espanola de este banco (5.30 %) frente al agregado de los cinco (5.43 %)
Espana,banco_pyme_modelo,Gastos de explotacion del prestamo PYME | CaixaBank,1.4248,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,eficiencia observada del banco aplicada al margen.
Espana,banco_pyme_modelo,Resultado antes de impuestos del prestamo PYME | CaixaBank,1.5178,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,Capital asignado al prestamo PYME | CaixaBank,6.0212,pct_rwa,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"densidad de RWA de su cartera PYME espanola por su ratio CET1, ambos observados"
Espana,banco_pyme_modelo,ROE modelizado del prestamo PYME | CaixaBank,17.6455,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,ROE modelizado del prestamo PYME sin escalar el riesgo | CaixaBank,17.4716,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,variante con el coste del riesgo de PYME de Espana igual para los cinco; aisla el efecto de la mora relativa
Espana,banco_pyme_modelo,Ingreso total del prestamo PYME | Sabadell,4.2840,pct_anual,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,Margen bruto del prestamo PYME | Sabadell,3.5218,pct_anual,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,Coste del riesgo PYME | Sabadell,0.6464,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,SUPUESTO: PD x LGD de PYME de Espana (0.59 %) escalado por la mora PYME espanola de este banco (5.91 %) frente al agregado de los cinco (5.43 %)
Espana,banco_pyme_modelo,Gastos de explotacion del prestamo PYME | Sabadell,1.4445,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,eficiencia observada del banco aplicada al margen.
Espana,banco_pyme_modelo,Resultado antes de impuestos del prestamo PYME | Sabadell,1.4309,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,Capital asignado al prestamo PYME | Sabadell,4.8773,pct_rwa,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"densidad de RWA de su cartera PYME espanola por su ratio CET1, ambos observados"
Espana,banco_pyme_modelo,ROE modelizado del prestamo PYME | Sabadell,20.5372,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,ROE modelizado del prestamo PYME sin escalar el riesgo | Sabadell,21.2875,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,variante con el coste del riesgo de PYME de Espana igual para los cinco; aisla el efecto de la mora relativa
Espana,banco_pyme_modelo,Ingreso total del prestamo PYME | Bankinter,4.2840,pct_anual,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,Margen bruto del prestamo PYME | Bankinter,3.5218,pct_anual,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,Coste del riesgo PYME | Bankinter,0.2553,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,SUPUESTO: PD x LGD de PYME de Espana (0.59 %) escalado por la mora PYME espanola de este banco (2.34 %) frente al agregado de los cinco (5.43 %)
Espana,banco_pyme_modelo,Gastos de explotacion del prestamo PYME | Bankinter,1.1861,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,eficiencia observada del banco aplicada al margen.
Espana,banco_pyme_modelo,Resultado antes de impuestos del prestamo PYME | Bankinter,2.0804,pct_cartera,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,Capital asignado al prestamo PYME | Bankinter,6.7083,pct_rwa,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"densidad de RWA de su cartera PYME espanola por su ratio CET1, ambos observados"
Espana,banco_pyme_modelo,ROE modelizado del prestamo PYME | Bankinter,21.7082,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,"Precio, comisiones, coste de los recursos y tipo impositivo son COMUNES a los cinco: ningun banco publica esas magnitudes por segmento PYME."
Espana,banco_pyme_modelo,ROE modelizado del prestamo PYME sin escalar el riesgo | Bankinter,18.1732,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,variante con el coste del riesgo de PYME de Espana igual para los cinco; aisla el efecto de la mora relativa
Espana,banco_pyme_modelo,Mejora de ROE igualando el riesgo al mejor de los cinco | Santander,5.1447,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye la mora de este banco por la de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando el capital al mejor de los cinco | Santander,2.5007,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye densidad de RWA y CET1 por los de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando la eficiencia al mejor de los cinco | Santander,1.0029,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye la eficiencia por la de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando el riesgo al mejor de los cinco | BBVA,1.3280,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye la mora de este banco por la de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando el capital al mejor de los cinco | BBVA,5.7140,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye densidad de RWA y CET1 por los de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando la eficiencia al mejor de los cinco | BBVA,0.1552,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye la eficiencia por la de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando el riesgo al mejor de los cinco | CaixaBank,3.7644,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye la mora de este banco por la de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando el capital al mejor de los cinco | CaixaBank,-1.8073,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye densidad de RWA y CET1 por los de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando la eficiencia al mejor de los cinco | CaixaBank,2.7754,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye la eficiencia por la de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando el riesgo al mejor de los cinco | Sabadell,5.6124,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye la mora de este banco por la de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando el capital al mejor de los cinco | Sabadell,-5.6056,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye densidad de RWA y CET1 por los de Bankinter
Espana,banco_pyme_modelo,Mejora de ROE igualando la eficiencia al mejor de los cinco | Sabadell,3.7082,pct_roe,2025-06,"calculo propio sobre EBA (Transparency Exercise y COREP C 9.02), BCE (MIR) y Banco de Espana (Boletin, cuadro 19.6)",,2026-09-17,Hasta 1 M EUR,,entidad,nivel,dato_unico,descomposicion de palancas; sustituye la eficiencia por la de Bankinter
