pais,producto,metrica,valor,unidad,periodo_referencia,fuente,url,fecha_publicacion,tramo_importe,plazo_fijacion,criterio_segmentacion,tipo_de_dato,ponderacion,notas
P. Bajos,segmento_empresas,ABN AMRO | Inversion crediticia del perimetro,86900.0000,eur_millones,2026-H1,"ABN AMRO (ABN AMRO, Interim Report & Quarterly Report Q2 2026, p. 12)",https://www.abnamro.com/en/investor-relations,2026-09-22,,,entidad,importe,dato_unico,"denominador: inversion crediticia del mismo perimetro (saldo final, neto), 86900 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: segmento publicado. denominador de todas las filas anteriores; base: saldo final, neto"
Italia,segmento_empresas,Intesa Sanpaolo | Ingresos del segmento sobre la inversion,5.6418,pct_cartera,2026-H1,"Intesa Sanpaolo (Intesa Sanpaolo, resultados consolidados a 30 junio 2026, p. 16; prestamos por division, informe semestral a 30 junio 2026, p. 72)",https://group.intesasanpaolo.com/en/investor-relations,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 219966 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: segmento publicado. NO es un margen de prestamo: el ingreso incluye el margen de depositos y la operativa transaccional del segmento"
Italia,segmento_empresas,Intesa Sanpaolo | Costes operativos sobre la inversion,2.6350,pct_cartera,2026-H1,"Intesa Sanpaolo (Intesa Sanpaolo, resultados consolidados a 30 junio 2026, p. 16; prestamos por division, informe semestral a 30 junio 2026, p. 72)",https://group.intesasanpaolo.com/en/investor-relations,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 219966 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: segmento publicado. publicados, o deducidos del ratio de eficiencia sobre el ingreso"
Italia,segmento_empresas,Intesa Sanpaolo | Coste del riesgo sobre la inversion,48.0074,pb,2026-H1,"Intesa Sanpaolo (Intesa Sanpaolo, resultados consolidados a 30 junio 2026, p. 16; prestamos por division, informe semestral a 30 junio 2026, p. 72)",https://group.intesasanpaolo.com/en/investor-relations,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 219966 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: segmento publicado. dotaciones anualizadas sobre la inversion"
Italia,segmento_empresas,Intesa Sanpaolo | Resultado antes de impuestos sobre la inversion,2.5268,pct_cartera,2026-H1,"Intesa Sanpaolo (Intesa Sanpaolo, resultados consolidados a 30 junio 2026, p. 16; prestamos por division, informe semestral a 30 junio 2026, p. 72)",https://group.intesasanpaolo.com/en/investor-relations,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 219966 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: segmento publicado. ingresos menos costes menos coste del riesgo"
Italia,segmento_empresas,Intesa Sanpaolo | Inversion crediticia del perimetro,219966.0000,eur_millones,2026-H1,"Intesa Sanpaolo (Intesa Sanpaolo, resultados consolidados a 30 junio 2026, p. 16; prestamos por division, informe semestral a 30 junio 2026, p. 72)",https://group.intesasanpaolo.com/en/investor-relations,2026-09-22,,,entidad,importe,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 219966 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: segmento publicado. denominador de todas las filas anteriores; base: media de los dos cierres, neto"
Espana,segmento_empresas,CaixaBank | Ingresos del segmento sobre la inversion,4.1050,pct_cartera,2026-H1,"CaixaBank (CaixaBank, Actividad y Resultados enero-junio 2026, p. 6 y 66)",https://www.caixabank.com/es/accionistas-inversores.html,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (saldo final, BRUTO), 406233 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. NO es un margen de prestamo: el ingreso incluye el margen de depositos y la operativa transaccional del segmento"
Espana,segmento_empresas,CaixaBank | Margen de intereses sobre la inversion,2.6536,pct_cartera,2026-H1,"CaixaBank (CaixaBank, Actividad y Resultados enero-junio 2026, p. 6 y 66)",https://www.caixabank.com/es/accionistas-inversores.html,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (saldo final, BRUTO), 406233 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. incluye el margen de depositos del segmento"
Espana,segmento_empresas,CaixaBank | Comisiones netas sobre la inversion,1.0216,pct_cartera,2026-H1,"CaixaBank (CaixaBank, Actividad y Resultados enero-junio 2026, p. 6 y 66)",https://www.caixabank.com/es/accionistas-inversores.html,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (saldo final, BRUTO), 406233 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. esta SI es comparable con el supuesto de 0.87 % del modelo"
Espana,segmento_empresas,CaixaBank | Costes operativos sobre la inversion,1.6256,pct_cartera,2026-H1,"CaixaBank (CaixaBank, Actividad y Resultados enero-junio 2026, p. 6 y 66)",https://www.caixabank.com/es/accionistas-inversores.html,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (saldo final, BRUTO), 406233 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. publicados, o deducidos del ratio de eficiencia sobre el ingreso"
Espana,segmento_empresas,CaixaBank | Coste del riesgo sobre la inversion,24.0000,pb,2026-H1,"CaixaBank (CaixaBank, Actividad y Resultados enero-junio 2026, p. 6 y 66)",https://www.caixabank.com/es/accionistas-inversores.html,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (saldo final, BRUTO), 406233 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. dotaciones anualizadas sobre la inversion"
Espana,segmento_empresas,CaixaBank | Resultado antes de impuestos sobre la inversion,2.2394,pct_cartera,2026-H1,"CaixaBank (CaixaBank, Actividad y Resultados enero-junio 2026, p. 6 y 66)",https://www.caixabank.com/es/accionistas-inversores.html,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (saldo final, BRUTO), 406233 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. ingresos menos costes menos coste del riesgo"
Espana,segmento_empresas,CaixaBank | Inversion crediticia del perimetro,406233.0000,eur_millones,2026-H1,"CaixaBank (CaixaBank, Actividad y Resultados enero-junio 2026, p. 6 y 66)",https://www.caixabank.com/es/accionistas-inversores.html,2026-09-22,,,entidad,importe,dato_unico,"denominador: inversion crediticia del mismo perimetro (saldo final, BRUTO), 406233 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. denominador de todas las filas anteriores; base: saldo final, BRUTO"
Italia,segmento_empresas,BPER Banca | Ingresos del segmento sobre la inversion,5.9996,pct_cartera,2026-H1,"BPER Banca (BPER, resultados consolidados a 30 junio 2026, p. 19; prestamos a la clientela, informe intermedio consolidado a 30 junio 2026, p. 34)",https://group.bper.it/en/investor-relations/group-results/financial-statements-reports,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 129216 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. NO es un margen de prestamo: el ingreso incluye el margen de depositos y la operativa transaccional del segmento"
Italia,segmento_empresas,BPER Banca | Margen de intereses sobre la inversion,3.4234,pct_cartera,2026-H1,"BPER Banca (BPER, resultados consolidados a 30 junio 2026, p. 19; prestamos a la clientela, informe intermedio consolidado a 30 junio 2026, p. 34)",https://group.bper.it/en/investor-relations/group-results/financial-statements-reports,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 129216 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. incluye el margen de depositos del segmento"
Italia,segmento_empresas,BPER Banca | Comisiones netas sobre la inversion,2.0948,pct_cartera,2026-H1,"BPER Banca (BPER, resultados consolidados a 30 junio 2026, p. 19; prestamos a la clientela, informe intermedio consolidado a 30 junio 2026, p. 34)",https://group.bper.it/en/investor-relations/group-results/financial-statements-reports,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 129216 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. esta SI es comparable con el supuesto de 0.87 % del modelo"
Italia,segmento_empresas,BPER Banca | Costes operativos sobre la inversion,2.4847,pct_cartera,2026-H1,"BPER Banca (BPER, resultados consolidados a 30 junio 2026, p. 19; prestamos a la clientela, informe intermedio consolidado a 30 junio 2026, p. 34)",https://group.bper.it/en/investor-relations/group-results/financial-statements-reports,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 129216 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. publicados, o deducidos del ratio de eficiencia sobre el ingreso"
Italia,segmento_empresas,BPER Banca | Coste del riesgo sobre la inversion,27.3960,pb,2026-H1,"BPER Banca (BPER, resultados consolidados a 30 junio 2026, p. 19; prestamos a la clientela, informe intermedio consolidado a 30 junio 2026, p. 34)",https://group.bper.it/en/investor-relations/group-results/financial-statements-reports,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 129216 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. dotaciones anualizadas sobre la inversion"
Italia,segmento_empresas,BPER Banca | Resultado antes de impuestos sobre la inversion,3.2409,pct_cartera,2026-H1,"BPER Banca (BPER, resultados consolidados a 30 junio 2026, p. 19; prestamos a la clientela, informe intermedio consolidado a 30 junio 2026, p. 34)",https://group.bper.it/en/investor-relations/group-results/financial-statements-reports,2026-09-22,,,entidad,ratio,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 129216 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. ingresos menos costes menos coste del riesgo"
Italia,segmento_empresas,BPER Banca | Inversion crediticia del perimetro,129215.9500,eur_millones,2026-H1,"BPER Banca (BPER, resultados consolidados a 30 junio 2026, p. 19; prestamos a la clientela, informe intermedio consolidado a 30 junio 2026, p. 34)",https://group.bper.it/en/investor-relations/group-results/financial-statements-reports,2026-09-22,,,entidad,importe,dato_unico,"denominador: inversion crediticia del mismo perimetro (media de los dos cierres, neto), 129216 M EUR. Partidas anualizadas x2 desde 2026-H1. PERIMETRO: GRUPO, no segmento de empresas. denominador de todas las filas anteriores; base: media de los dos cierres, neto"
