pais,producto,metrica,valor,unidad,periodo_referencia,fuente,url,fecha_publicacion,tramo_importe,plazo_fijacion,criterio_segmentacion,tipo_de_dato,ponderacion,notas
Italia,prestamo_pyme,Gradiente de precio PYME frente a gran empresa,143,pb,2026-07,calculo propio sobre BCE dataset MIR y parametros IRB del EBA (COREP C 9.02),,2026-09-17,"Hasta 0,25 M EUR menos mas de 1 M EUR",,tamano_prestamo,nivel,media_ponderada_volumen,"el tramo de mas de 1 M EUR no es solo gran empresa, pero es el proxy mas cercano que publica el MIR; tramo pequeno promediado por media_ponderada_volumen"
Portugal,prestamo_pyme,Margen neto de riesgo del prestamo PYME,3.5948,pct_anual,2026-07 / 2026-Q1,calculo propio sobre BCE dataset MIR y parametros IRB del EBA (COREP C 9.02),,2026-09-17,Hasta 1 M EUR,,tamano_prestamo,nivel,media_ponderada_volumen,"precio mas comisiones, menos coste de los recursos y coste del riesgo; antes de gastos y de capital. La comision es un supuesto de 87 pb salvo en Espana"
Portugal,prestamo_pyme,Gradiente de precio dentro de PYME,94,pb,2026-07,calculo propio sobre BCE dataset MIR y parametros IRB del EBA (COREP C 9.02),,2026-09-17,"Hasta 0,25 M EUR menos 0,25-1 M EUR",,tamano_prestamo,nivel,media_ponderada_volumen,sobreprecio del tramo pequeno frente al mediano dentro del perimetro PYME; tramo pequeno promediado por media_ponderada_volumen
Portugal,prestamo_pyme,Gradiente de precio PYME frente a gran empresa,65,pb,2026-07,calculo propio sobre BCE dataset MIR y parametros IRB del EBA (COREP C 9.02),,2026-09-17,"Hasta 0,25 M EUR menos mas de 1 M EUR",,tamano_prestamo,nivel,media_ponderada_volumen,"el tramo de mas de 1 M EUR no es solo gran empresa, pero es el proxy mas cercano que publica el MIR; tramo pequeno promediado por media_ponderada_volumen"
Paises Bajos,prestamo_pyme,Margen neto de riesgo del prestamo PYME,3.9673,pct_anual,2026-07 / 2026-Q1,calculo propio sobre BCE dataset MIR y parametros IRB del EBA (COREP C 9.02),,2026-09-17,Hasta 1 M EUR,,tamano_prestamo,nivel,media_ponderada_volumen,"precio mas comisiones, menos coste de los recursos y coste del riesgo; antes de gastos y de capital. La comision es un supuesto de 87 pb salvo en Espana"
Paises Bajos,prestamo_pyme,Gradiente de precio dentro de PYME,9,pb,2026-07,calculo propio sobre BCE dataset MIR y parametros IRB del EBA (COREP C 9.02),,2026-09-17,"Hasta 0,25 M EUR menos 0,25-1 M EUR",,tamano_prestamo,nivel,media_ponderada_volumen,sobreprecio del tramo pequeno frente al mediano dentro del perimetro PYME; tramo pequeno promediado por media_ponderada_volumen
Paises Bajos,prestamo_pyme,Gradiente de precio PYME frente a gran empresa,120,pb,2026-07,calculo propio sobre BCE dataset MIR y parametros IRB del EBA (COREP C 9.02),,2026-09-17,"Hasta 0,25 M EUR menos mas de 1 M EUR",,tamano_prestamo,nivel,media_ponderada_volumen,"el tramo de mas de 1 M EUR no es solo gran empresa, pero es el proxy mas cercano que publica el MIR; tramo pequeno promediado por media_ponderada_volumen"
Irlanda,prestamo_pyme,Margen neto de riesgo del prestamo PYME,5.4289,pct_anual,2026-07 / 2026-Q1,calculo propio sobre BCE dataset MIR y parametros IRB del EBA (COREP C 9.02),,2026-09-17,Hasta 1 M EUR,,tamano_prestamo,nivel,media_ponderada_volumen,"precio mas comisiones, menos coste de los recursos y coste del riesgo; antes de gastos y de capital. La comision es un supuesto de 87 pb salvo en Espana"
Irlanda,prestamo_pyme,Gradiente de precio dentro de PYME,62,pb,2026-07,calculo propio sobre BCE dataset MIR y parametros IRB del EBA (COREP C 9.02),,2026-09-17,"Hasta 0,25 M EUR menos 0,25-1 M EUR",,tamano_prestamo,nivel,media_ponderada_volumen,sobreprecio del tramo pequeno frente al mediano dentro del perimetro PYME; tramo pequeno promediado por media_ponderada_volumen
Irlanda,prestamo_pyme,Gradiente de precio PYME frente a gran empresa,59,pb,2026-07,calculo propio sobre BCE dataset MIR y parametros IRB del EBA (COREP C 9.02),,2026-09-17,"Hasta 0,25 M EUR menos mas de 1 M EUR",,tamano_prestamo,nivel,media_ponderada_volumen,"el tramo de mas de 1 M EUR no es solo gran empresa, pero es el proxy mas cercano que publica el MIR; tramo pequeno promediado por media_ponderada_volumen"
Zona euro (referencia),prestamo_pyme,Correlacion Pearson de Precio del prestamo PYME con PD PYME,-0.5496,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,"n=7; si el riesgo se pagara, el signo seria positivo"
Zona euro (referencia),prestamo_pyme,Correlacion Spearman de Precio del prestamo PYME con PD PYME,-0.7207,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,"n=7; si el riesgo se pagara, el signo seria positivo"
Zona euro (referencia),prestamo_pyme,Correlacion Pearson de Precio del prestamo PYME con Coste del riesgo,-0.5109,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,"n=7; si el riesgo se pagara, el signo seria positivo"
Zona euro (referencia),prestamo_pyme,Correlacion Spearman de Precio del prestamo PYME con Coste del riesgo,-0.6429,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,"n=7; si el riesgo se pagara, el signo seria positivo"
Zona euro (referencia),prestamo_pyme,Correlacion Pearson de Margen neto de riesgo con PD PYME,-0.6750,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,"n=7; si el riesgo se pagara exactamente, seria cero: el margen neto de riesgo seria plano entre paises"
Zona euro (referencia),prestamo_pyme,Correlacion Spearman de Margen neto de riesgo con PD PYME,-0.8829,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,"n=7; si el riesgo se pagara exactamente, seria cero: el margen neto de riesgo seria plano entre paises"
Zona euro (referencia),prestamo_pyme,Correlacion Pearson de ROE del prestamo PYME con PD PYME,-0.5757,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,"n=7; si el riesgo se pagara, seria cero"
Zona euro (referencia),prestamo_pyme,Correlacion Spearman de ROE del prestamo PYME con PD PYME,-0.3243,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,"n=7; si el riesgo se pagara, seria cero"
Zona euro (referencia),prestamo_pyme,Correlacion Pearson de Gradiente de precio dentro de PYME con PD PYME,0.2419,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,n=7; gradiente dentro del mercado
Zona euro (referencia),prestamo_pyme,Correlacion Spearman de Gradiente de precio dentro de PYME con PD PYME,0.1441,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,n=7; gradiente dentro del mercado
Zona euro (referencia),prestamo_pyme,Correlacion Pearson de Gradiente de precio PYME frente a gran empresa con ROE del prestamo PYME,0.5828,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,n=7; indicativa; la causalidad puede ir en los dos sentidos
Zona euro (referencia),prestamo_pyme,Correlacion Spearman de Gradiente de precio PYME frente a gran empresa con ROE del prestamo PYME,0.8571,indice,2026-07 / 2026-Q1,calculo propio,,2026-09-17,,,n/a,indice,media_simple,n=7; indicativa; la causalidad puede ir en los dos sentidos
