pais,producto,metrica,valor,unidad,periodo_referencia,fuente,url,fecha_publicacion,tramo_importe,plazo_fijacion,criterio_segmentacion,tipo_de_dato,ponderacion,notas
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes (new business),4.87,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.A.R.A.2250.EUR.N,2026-09-16,Total,Total initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.A.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),3.87,pct_anual,2025-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),3.65,pct_anual,2025-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),3.74,pct_anual,2025-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),4.33,pct_anual,2025-08,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),3.84,pct_anual,2025-09,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),3.96,pct_anual,2025-10,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),3.81,pct_anual,2025-11,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),3.62,pct_anual,2025-12,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),4.2,pct_anual,2026-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),4.09,pct_anual,2026-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),4.05,pct_anual,2026-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),4.22,pct_anual,2026-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),4.24,pct_anual,2026-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),4.2,pct_anual,2026-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with a variable rate and an interest rate fixation period of up to one year (new business),4.26,pct_anual,2026-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.F.R.A.2250.EUR.N,2026-09-16,Total,Up to 1 year initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.F.R.A.2250.EUR.N; OBS_STATUS=P (no definitivo)
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.93,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.59,pct_anual,2025-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.5,pct_anual,2025-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.37,pct_anual,2025-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.61,pct_anual,2025-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.52,pct_anual,2025-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.15,pct_anual,2025-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.95,pct_anual,2025-08,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.48,pct_anual,2025-09,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.55,pct_anual,2025-10,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.59,pct_anual,2025-11,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.44,pct_anual,2025-12,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.51,pct_anual,2026-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.34,pct_anual,2026-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.29,pct_anual,2026-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.58,pct_anual,2026-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.62,pct_anual,2026-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.41,pct_anual,2026-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over one & up to five years (new business),5.58,pct_anual,2026-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.I.R.A.2250.EUR.N,2026-09-16,Total,Over 1 and up to 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.I.R.A.2250.EUR.N; OBS_STATUS=P (no definitivo)
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over five years (new business),4.97,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.J.R.A.2250.EUR.N,2026-09-16,Total,Over 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.J.R.A.2250.EUR.N
Espana,credito_consumo_hogares_referencia,tipo | Bank interest rates - loans to households for other purposes with an interest rate fixation period of over five years (new business),5.09,pct_anual,2025-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2D.J.R.A.2250.EUR.N,2026-09-16,Total,Over 5 years initial rate fixation,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2D.J.R.A.2250.EUR.N
