pais,producto,metrica,valor,unidad,periodo_referencia,fuente,url,fecha_publicacion,tramo_importe,plazo_fijacion,criterio_segmentacion,tipo_de_dato,ponderacion,notas
Francia,financiacion_pyme,Tipo de interes | Gran empresa,1.3150,pct_anual,2022,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,5.9500,pct_anual,2007,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,6.1700,pct_anual,2008,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,3.2200,pct_anual,2009,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,2.8500,pct_anual,2010,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,3.3000,pct_anual,2011,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,2.9200,pct_anual,2012,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,2.8400,pct_anual,2013,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,3.0900,pct_anual,2014,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,2.4300,pct_anual,2015,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,2.2300,pct_anual,2016,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,2.2500,pct_anual,2017,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,2.1700,pct_anual,2018,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,2.4700,pct_anual,2019,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,2.2300,pct_anual,2020,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,1.9900,pct_anual,2021,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Irlanda,financiacion_pyme,Tipo de interes | Gran empresa,3.2942,pct_anual,2022,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,5.7000,pct_anual,2007,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,5.7000,pct_anual,2008,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,2.4000,pct_anual,2009,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,2.4000,pct_anual,2010,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,3.6000,pct_anual,2011,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,4.0000,pct_anual,2012,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,3.8000,pct_anual,2013,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,2.9000,pct_anual,2014,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,2.2000,pct_anual,2015,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,2.1000,pct_anual,2016,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,2.1000,pct_anual,2017,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,2.1000,pct_anual,2018,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,1.7000,pct_anual,2019,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,1.5000,pct_anual,2020,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,1.6300,pct_anual,2021,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Italia,financiacion_pyme,Tipo de interes | Gran empresa,3.3000,pct_anual,2022,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,3.5000,pct_anual,2011,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,3.6000,pct_anual,2012,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,3.4000,pct_anual,2013,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,2.8000,pct_anual,2014,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,2.4000,pct_anual,2015,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,3.2000,pct_anual,2016,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,2.5000,pct_anual,2017,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,2.1000,pct_anual,2018,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,2.9000,pct_anual,2019,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,1.7000,pct_anual,2020,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,1.7000,pct_anual,2021,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Paises Bajos,financiacion_pyme,Tipo de interes | Gran empresa,2.9000,pct_anual,2022,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,5.2900,pct_anual,2007,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,5.9200,pct_anual,2008,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,3.8800,pct_anual,2009,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,3.7800,pct_anual,2010,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,5.4000,pct_anual,2011,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,5.4300,pct_anual,2012,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,4.9700,pct_anual,2013,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,4.3700,pct_anual,2014,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,3.2500,pct_anual,2015,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,2.6900,pct_anual,2016,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,2.1400,pct_anual,2017,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,1.9300,pct_anual,2018,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,1.8500,pct_anual,2019,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,1.7000,pct_anual,2020,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,1.7200,pct_anual,2021,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Portugal,financiacion_pyme,Tipo de interes | Gran empresa,2.6600,pct_anual,2022,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,5.3300,pct_anual,2007,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,4.3000,pct_anual,2008,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,2.1600,pct_anual,2009,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,2.5700,pct_anual,2010,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,3.3600,pct_anual,2011,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,2.6100,pct_anual,2012,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,2.6900,pct_anual,2013,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,1.9900,pct_anual,2014,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,1.9700,pct_anual,2015,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,1.5600,pct_anual,2016,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
Espana,financiacion_pyme,Tipo de interes | Gran empresa,1.5600,pct_anual,2017,"OCDE, Financing SMEs and Entrepreneurs (Scoreboard)",https://data-explorer.oecd.org/,2026-09-16,,,definicion_nacional,nivel,dato_unico,"medida INTEREST_RATE; definicion nacional de PYME, no armonizada entre paises; unidad original PA"
